"country","country.code","super.region","region","sex","age","pop","alcohol.use","drug.use","high.meat","low.exercise","smoking"
"Albania","ALB","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","70+ years",110772,165.076181293,28.759427369,1.370636892,196.035252884,1418.469566852
"Albania","ALB","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","50-69 years",339511,14.385551913,2.264044451,0.3272252115,17.14756072,42.969066999
"Bosnia and Herzegovina","BIH","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","Under 5",83720.30176,0.03242423929,0.005375747847,NA,NA,NA
"Bosnia and Herzegovina","BIH","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","5-14 years",165743,0.1063226364,0.0003615564514,NA,NA,NA
"Bosnia and Herzegovina","BIH","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","15-49 years",898822,2.318526458,0.8808044186,0.04826303552,1.351711398,9.564383799
"Bosnia and Herzegovina","BIH","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","5-14 years",176100,0.2253681259,0.0004752167992,NA,NA,NA
"Bosnia and Herzegovina","BIH","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","15-49 years",949955,19.176247588,6.022791058,0.0921682954,3.499685408,35.163978464
"Bosnia and Herzegovina","BIH","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","50-69 years",528678,77.169109136,13.214391947,0.8497974704,41.913302266,409.418856725
"Bosnia and Herzegovina","BIH","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","70+ years",226900,44.429861009,3.945305434,1.348262685,216.691265814,333.527592011
"Bosnia and Herzegovina","BIH","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","70+ years",152820,136.389839463,18.775727949,2.05700162,297.141680494,1267.676893622
"Bosnia and Herzegovina","BIH","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","50-69 years",538908,12.221970246,2.344366294,0.5117877208,19.366394554,92.034274712
"Bosnia and Herzegovina","BIH","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","Under 5",88993.61506,0.05602396982,0.001725208953,NA,NA,NA
"Bulgaria","BGR","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","70+ years",594184.0157,-17.70483068,4.863393042,5.47116033,396.042037755,233.860127628
"Bulgaria","BGR","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","70+ years",373019.9999,184.355827514,21.470835782,10.264293087,389.621080831,1193.530019373
"Bulgaria","BGR","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","50-69 years",1084703.594,32.734265551,2.782822048,2.196825699,35.447929986,156.840623822
"Bulgaria","BGR","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","5-14 years",319243.0001,0.4572334092,0.01291744951,NA,NA,NA
"Bulgaria","BGR","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","15-49 years",1704969.406,33.799363882,6.779854448,0.3320010364,4.177261144,60.494564241
"Bulgaria","BGR","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","50-69 years",971273.7969,174.210825935,25.35674721,4.484325109,61.725976411,726.261083037
"Bulgaria","BGR","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","5-14 years",289349.1094,0.4458463991,0.01192756827,NA,NA,NA
"Bulgaria","BGR","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","15-49 years",1585419.406,7.058306801,1.056177825,0.1897768584,2.525189666,18.607203674
"Bulgaria","BGR","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","Under 5",177988.1646,0.081077809,0.05176161721,NA,NA,NA
"Bulgaria","BGR","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","Under 5",168344.8053,0.1000452698,0.05183686653,NA,NA,NA
"Croatia","HRV","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","5-14 years",217964,0.5395549579,0.001184425624,NA,NA,NA
"Croatia","HRV","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","15-49 years",959610,34.718887764,8.988232003,0.1840362984,2.308517105,26.909683947
"Croatia","HRV","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","50-69 years",556916,192.444492131,12.289588631,3.466577982,43.518844177,483.353668824
"Croatia","HRV","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","5-14 years",206134,0.3239178341,0.0003113677982,NA,NA,NA
"Croatia","HRV","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","15-49 years",933363,5.863203114,1.098901157,0.1094672143,1.300542317,8.461941616
"Croatia","HRV","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","Under 5",106938.3502,0.07423623174,0.00431984688,NA,NA,NA
"Croatia","HRV","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","Under 5",101050.4018,0.09882211316,0.006545863585,NA,NA,NA
"Croatia","HRV","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","70+ years",349873,45.40537484,3.503036351,5.304212027,339.258997701,432.663038373
"Croatia","HRV","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","70+ years",204176,351.957208477,11.614782125,10.599376401,322.278914973,1351.959258318
"Croatia","HRV","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","50-69 years",604968,42.491656495,1.608021557,1.547966167,22.449649987,118.450762238
"Czech Republic","CZE","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","70+ years",720548.5,-59.988012072,5.728150063,9.046762716,352.486362681,514.184171334
"Czech Republic","CZE","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","70+ years",454817.5938,138.290703762,18.00164755,16.952418082,343.067385256,1162.002515048
"Czech Republic","CZE","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","50-69 years",1457052.406,33.656397136,3.954110798,2.722076533,25.008936063,124.662776943
"Czech Republic","CZE","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","5-14 years",502171.0001,0.2804279575,0.001408938743,NA,NA,NA
"Czech Republic","CZE","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","15-49 years",2663446.797,31.067166128,5.642534234,0.2716940571,1.880631135,19.010159303
"Czech Republic","CZE","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","50-69 years",1363415.094,138.175080065,16.664392024,5.948030594,50.830264809,457.079429179
"Czech Republic","CZE","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","5-14 years",473914.0938,0.2431362191,0.0009293462,NA,NA,NA
"Czech Republic","CZE","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","15-49 years",2516901.813,7.315474795,1.43043535,0.1566385663,1.129114662,5.654566849
"Czech Republic","CZE","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","Under 5",279741.1091,0.05830267469,0.004415814203,NA,NA,NA
"Czech Republic","CZE","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","Under 5",264515.3777,0.06190446697,0.005336367792,NA,NA,NA
"Hungary","HUN","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","5-14 years",466063.7032,0.4101966169,0.0006598221525,NA,NA,NA
"Hungary","HUN","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","15-49 years",2498717.531,41.517568752,6.142381608,0.2895766556,2.21583432,35.112124169
"Hungary","HUN","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","50-69 years",1222667.781,261.301128194,19.191733736,5.590266301,46.868575737,615.121191368
"Hungary","HUN","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","5-14 years",444372.3907,0.2960780193,0.0002132582777,NA,NA,NA
"Hungary","HUN","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","15-49 years",2397990.407,7.859477046,0.8122243344,0.1664335741,1.607553349,15.997466107
"Hungary","HUN","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","Under 5",239109.2192,0.08207880455,0.001793727122,NA,NA,NA
"Hungary","HUN","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","Under 5",225743.8428,0.09614007013,0.005062721442,NA,NA,NA
"Hungary","HUN","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","70+ years",409674.5,277.440901846,12.667372357,16.448184033,315.03115315,1360.644493252
"Hungary","HUN","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","50-69 years",1461659.781,53.709291387,2.538316767,2.599923937,27.937666164,217.576394789
"Hungary","HUN","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","70+ years",801536.5,25.261359406,2.98828345,8.818037895,339.07792531,503.259245306
"Macedonia","MKD","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","70+ years",69608,223.833159544,18.508483481,4.284125316,358.499772847,1190.964318812
"Macedonia","MKD","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","70+ years",96871,-18.302178069,3.601993376,2.895757643,323.24520871,359.400222078
"Macedonia","MKD","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","50-69 years",253341,20.043061522,1.860688644,1.05277104,33.726921538,140.961189754
"Macedonia","MKD","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","15-49 years",542488,22.427330259,3.846565232,0.1223653385,3.515386561,41.211702046
"Macedonia","MKD","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","5-14 years",115547,0.3869323336,0.0005589332108,NA,NA,NA
"Macedonia","MKD","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","15-49 years",521815,4.558871296,0.5080875326,0.07054570119,2.161990051,13.224118447
"Macedonia","MKD","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","50-69 years",241968,93.022600049,13.586175919,1.711297045,51.477353554,516.659021378
"Macedonia","MKD","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","Under 5",58859.33365,0.09911784673,0.002641072427,NA,NA,NA
"Macedonia","MKD","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","5-14 years",121475,0.6770438631,0.000892066776,NA,NA,NA
"Macedonia","MKD","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","Under 5",55932.34874,0.08772867659,0.006923102092,NA,NA,NA
"Montenegro","MNE","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","15-49 years",150904,24.503425811,7.999371155,0.277286631,3.506545545,41.7420757
"Montenegro","MNE","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","50-69 years",74160,95.559965121,13.232490164,3.104182906,46.80074926,557.588459924
"Montenegro","MNE","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","5-14 years",38504,0.3429591516,0.001219614187,NA,NA,NA
"Montenegro","MNE","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","15-49 years",147705,5.683680502,1.808417801,0.1673730139,1.745803274,16.437926388
"Montenegro","MNE","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","70+ years",23686,235.106633045,17.442909302,7.325475599,277.270819061,1402.822136879
"Montenegro","MNE","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","50-69 years",78785,26.330101537,3.239309081,1.917891859,26.711274404,196.444848552
"Montenegro","MNE","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","70+ years",33802,75.211329386,5.56496525,4.977269055,210.381695069,539.706740528
"Montenegro","MNE","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","Under 5",19117.8144,0.1908677405,0.002859898274,NA,NA,NA
"Montenegro","MNE","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","5-14 years",41462,0.4820803497,0.001655824455,NA,NA,NA
"Montenegro","MNE","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","Under 5",17897.37784,0.2030798896,0.005602347031,NA,NA,NA
"Poland","POL","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","15-49 years",9602186,48.238772433,7.359658048,0.2958334562,2.394393232,25.094789453
"Poland","POL","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","50-69 years",4961506.125,173.24417131,21.332634788,4.670593626,45.392051106,541.338743642
"Poland","POL","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","5-14 years",1570593.688,0.3475845915,0.004368783735,NA,NA,NA
"Poland","POL","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","15-49 years",9362567,7.46315709,1.15723924,0.1251257913,1.152337973,6.776675582
"Poland","POL","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","Under 5",1024030.578,0.08241563592,0.02084434811,NA,NA,NA
"Poland","POL","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","5-14 years",1666474.188,0.4515006822,0.008875938562,NA,NA,NA
"Poland","POL","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","Under 5",970500.3335,0.07773381867,0.02411411799,NA,NA,NA
"Poland","POL","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","70+ years",1488069,104.851264041,15.977637668,14.140130952,314.999208786,1356.899831444
"Poland","POL","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","50-69 years",5588306.188,29.239192372,3.055661,2.148780186,21.742879471,143.09566468
"Poland","POL","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","70+ years",2678738.625,-13.975152979,4.003274807,7.289522182,300.39025005,324.190314859
"Romania","ROU","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","15-49 years",4692099,61.389053008,11.099796393,0.2149853117,4.439535769,57.244300842
"Romania","ROU","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","5-14 years",1024378,0.5657436759,0.04037662507,NA,NA,NA
"Romania","ROU","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","15-49 years",4541042,12.549090025,2.426345418,0.1164095579,2.63678121,13.220078836
"Romania","ROU","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","50-69 years",2320304,287.73790691,38.502502139,2.67267751,63.968048198,612.333137542
"Romania","ROU","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","70+ years",884099,425.904197618,33.085086034,5.739916742,423.84150438,1056.149229407
"Romania","ROU","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","50-69 years",2622414,83.275465295,6.893673708,1.305663136,40.446151979,113.740214147
"Romania","ROU","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","70+ years",1423095,149.172276724,10.038135952,2.878890336,419.689994305,207.090447657
"Romania","ROU","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","5-14 years",1079649,0.8244253877,0.03377171822,NA,NA,NA
"Romania","ROU","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","Under 5",456904.0458,0.1654281277,0.08309140185,NA,NA,NA
"Romania","ROU","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","Under 5",482668.9041,0.1522654202,0.06996297088,NA,NA,NA
"Serbia","SRB","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","50-69 years",1105818,127.414776944,16.429352399,5.162817979,56.906975806,564.707349986
"Serbia","SRB","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","5-14 years",484148,0.4504371191,0.004575192847,NA,NA,NA
"Serbia","SRB","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","15-49 years",2037221,5.70813645,0.8914696082,0.2182655408,2.054159813,15.557609731
"Serbia","SRB","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","Under 5",233707.0831,0.1134554623,0.01929987974,NA,NA,NA
"Serbia","SRB","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","Under 5",222360.3968,0.1154659685,0.02685737286,NA,NA,NA
"Serbia","SRB","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","5-14 years",507733,0.567501047,0.004868690695,NA,NA,NA
"Serbia","SRB","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","15-49 years",2090904,32.039597863,6.379236584,0.3744495871,3.292839392,40.474208072
"Serbia","SRB","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","70+ years",384406,182.631402276,19.051684649,12.038670684,381.556036882,1213.944796473
"Serbia","SRB","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","50-69 years",1212569,22.408529185,2.512888022,2.943296749,38.305870839,179.390003905
"Serbia","SRB","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","70+ years",577320,-35.555651993,4.067383634,7.619797543,391.329405829,428.903242573
"Slovakia","SVK","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","50-69 years",679466.1015,195.728358813,24.987611687,4.491030268,50.385773648,442.586699501
"Slovakia","SVK","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","5-14 years",231279.5,0.3157960236,6.424225596e-05,NA,NA,NA
"Slovakia","SVK","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","15-49 years",1412834.281,6.939385639,1.204038563,0.1359533258,1.241355676,5.766593677
"Slovakia","SVK","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","70+ years",163928.7305,194.818433374,20.856122137,13.872045383,374.426576309,1168.275810778
"Slovakia","SVK","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","50-69 years",756487.7969,32.004259992,4.009756594,2.019037129,24.879901321,74.930419214
"Slovakia","SVK","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","70+ years",313070.6641,-25.593995815,4.100557271,6.381121784,360.314710997,170.852313749
"Slovakia","SVK","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","Under 5",145277.7902,0.1297501626,0.001454965304,NA,NA,NA
"Slovakia","SVK","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","5-14 years",243094.6015,0.5736610092,0.0004445734891,NA,NA,NA
"Slovakia","SVK","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","15-49 years",1471293.281,36.943302257,5.733104263,0.2258363565,2.342696462,22.764543246
"Slovakia","SVK","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","Under 5",138512.1104,0.1308483661,0.005629774691,NA,NA,NA
"Slovenia","SVN","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","50-69 years",277382,41.63091362,4.003831418,1.968371362,12.24426378,58.643706143
"Slovenia","SVN","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","70+ years",165692,61.376346275,4.472140063,8.519758558,182.471994776,258.081802167
"Slovenia","SVN","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","50-69 years",277678,171.771063469,25.531052961,4.318552601,23.421569495,261.796102859
"Slovenia","SVN","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","5-14 years",94586,0.2450393595,0.0007847207328,NA,NA,NA
"Slovenia","SVN","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","15-49 years",451189,6.402141298,1.187362068,0.1092617254,0.8674432138,4.651542258
"Slovenia","SVN","Central Europe, Eastern Europe, and Central Asia","Central Europe","female","Under 5",52006.75438,0.03719999313,0.004418843957,NA,NA,NA
"Slovenia","SVN","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","Under 5",54801.66699,0.06847395184,0.003628114342,NA,NA,NA
"Slovenia","SVN","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","5-14 years",100090,0.364448465,0.001052839238,NA,NA,NA
"Slovenia","SVN","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","15-49 years",485976,28.912173002,7.197655214,0.1648285661,1.061090006,13.020131155
"Slovenia","SVN","Central Europe, Eastern Europe, and Central Asia","Central Europe","male","70+ years",103937,324.083282612,30.882298597,15.729597362,189.369102009,867.093540728
"Belarus","BLR","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","70+ years",326648.5781,325.707835145,22.801010346,11.186590564,630.21951355,2291.907183826
"Belarus","BLR","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","50-69 years",1373568.625,145.611329935,14.427612768,1.882623837,31.346757896,60.301792109
"Belarus","BLR","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","70+ years",777486.7813,662.914151326,5.179992513,4.443026774,403.076782823,93.478453346
"Belarus","BLR","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","50-69 years",1085743.852,464.901188388,64.566230867,4.105680273,97.792781889,1030.821818858
"Belarus","BLR","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","5-14 years",408050.2969,0.7864762665,0.009186523897,NA,NA,NA
"Belarus","BLR","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","15-49 years",2335881.594,30.999036971,7.823827764,0.2041211019,2.054037577,10.004484648
"Belarus","BLR","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","Under 5",282913.6249,0.1376027171,0.00533310569,NA,NA,NA
"Belarus","BLR","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","5-14 years",428550.3126,0.9521500033,0.01076692513,NA,NA,NA
"Belarus","BLR","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","15-49 years",2326011.188,139.160477556,48.766151303,0.3158180107,5.74236692,77.375996625
"Belarus","BLR","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","Under 5",266978.2992,0.1205673925,0.007667706825,NA,NA,NA
"Estonia","EST","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","5-14 years",62505.44141,0.2492356998,0.002072919436,NA,NA,NA
"Estonia","EST","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","15-49 years",317792.2383,12.35599193,3.816379103,0.1234471256,0.8409736438,3.466604539
"Estonia","EST","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","50-69 years",142768.9824,217.39685908,24.360511452,2.406097883,37.275519571,446.423701942
"Estonia","EST","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","Under 5",37057.24046,0.07598541742,0.0709727658,NA,NA,NA
"Estonia","EST","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","5-14 years",66488.96876,0.3409156761,0.008013243047,NA,NA,NA
"Estonia","EST","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","15-49 years",319104.6406,55.878993589,32.198554254,0.2020885404,1.291866556,22.925628582
"Estonia","EST","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","Under 5",35155.89592,0.1059623173,0.06751197361,NA,NA,NA
"Estonia","EST","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","50-69 years",185927.1289,54.124230519,5.939928451,1.455900929,15.875356621,72.094728239
"Estonia","EST","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","70+ years",130088.1582,-29.924293631,5.327385225,4.645653826,252.865045331,194.8847319
"Estonia","EST","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","70+ years",57551.58985,167.299399618,17.959268007,8.04564479,313.982670195,1233.816985041
"Latvia","LVA","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","70+ years",94358.15234,53.800881142,24.925250909,7.713788364,469.333911315,1387.206185609
"Latvia","LVA","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","50-69 years",305597.6172,38.801651681,8.540705312,1.517771761,32.431850559,84.278313443
"Latvia","LVA","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","70+ years",213019.9883,-66.062132828,5.453158155,4.005944356,388.939864933,180.134072434
"Latvia","LVA","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","50-69 years",238015.6289,184.109457768,31.19467583,2.538882109,75.347698294,628.553656861
"Latvia","LVA","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","5-14 years",92135.28907,0.2946160748,0.02062275968,NA,NA,NA
"Latvia","LVA","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","15-49 years",529487.7539,13.32887914,6.489748193,0.1448437501,1.796370452,6.273723557
"Latvia","LVA","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","Under 5",52442.01669,0.0897791324,0.1350804041,NA,NA,NA
"Latvia","LVA","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","5-14 years",95911.33984,0.5112039617,0.00633029984,NA,NA,NA
"Latvia","LVA","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","15-49 years",541061.7969,65.153918695,19.083211373,0.2297888386,3.220772123,40.024425834
"Latvia","LVA","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","Under 5",49758.49247,0.09269875818,0.1786419602,NA,NA,NA
"Lithuania","LTU","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","50-69 years",344219.0664,262.97098957,45.41304661,3.170992568,95.36917205,601.013982669
"Lithuania","LTU","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","5-14 years",133890.7422,0.4213609373,0.004170321688,NA,NA,NA
"Lithuania","LTU","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","15-49 years",757301.6328,18.730141164,5.553203664,0.1519456418,1.897974653,6.395736273
"Lithuania","LTU","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","Under 5",77940.67901,0.1239041922,0.1307233902,NA,NA,NA
"Lithuania","LTU","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","5-14 years",141713.4453,0.5962067917,0.04636177096,NA,NA,NA
"Lithuania","LTU","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","15-49 years",766470.2656,103.535479866,29.568906757,0.2710731451,5.291451089,46.127138194
"Lithuania","LTU","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","Under 5",74127.88468,0.1081831556,0.05429894827,NA,NA,NA
"Lithuania","LTU","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","70+ years",127170.3203,121.038220823,19.881212211,9.054061229,541.120162234,1292.569469661
"Lithuania","LTU","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","50-69 years",450656.8437,65.812736284,8.133929077,1.497213088,30.243731453,59.232540661
"Lithuania","LTU","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","70+ years",279079.9063,-11.066293519,4.279152927,3.823059524,400.178786367,98.109873943
"Moldova","MDA","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","50-69 years",436405,307.033234276,41.732229874,1.000475095,62.225695001,539.642060176
"Moldova","MDA","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","70+ years",100223,-57.962286519,34.149026033,1.867581886,510.651106015,1092.304009944
"Moldova","MDA","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","5-14 years",202409,0.4576901574,0.003950917815,NA,NA,NA
"Moldova","MDA","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","15-49 years",1080294,18.136992003,2.593461068,0.03493852034,1.168510244,3.430010111
"Moldova","MDA","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","Under 5",112674.8418,0.1143536792,0.03718839139,NA,NA,NA
"Moldova","MDA","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","50-69 years",538932,166.93836078,7.287399785,0.533733737,30.303682433,38.784198114
"Moldova","MDA","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","70+ years",183584,510.872760788,8.647582581,0.8410994269,359.9956166,49.997679889
"Moldova","MDA","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","5-14 years",214836,0.6848658359,0.008584206768,NA,NA,NA
"Moldova","MDA","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","15-49 years",1089283,68.01787531,15.573076962,0.06711602509,2.734293776,40.607378469
"Moldova","MDA","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","Under 5",106684.9736,0.1244517648,0.06439339586,NA,NA,NA
"Russia","RUS","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","50-69 years",16220829,416.453089565,53.779297741,2.382100138,69.354608422,832.25639537
"Russia","RUS","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","70+ years",5036346,196.785130538,47.407083912,6.789259351,435.975380242,1745.152845979
"Russia","RUS","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","5-14 years",6656868,0.8857165085,0.08475388427,NA,NA,NA
"Russia","RUS","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","female","15-49 years",35805126,39.315182948,12.539632735,0.1329718316,1.513876941,13.144861441
"Russia","RUS","Central Europe, Eastern Europe, and Central Asia","Eastern Europe","male","Under 5",4586122.77,0.2698123581,1.429432996,NA,NA,NA
