"country","country.code","super.region","region","sex","age","pop","alcohol.use","drug.use","high.meat","low.exercise","smoking"
"Saint Vincent and the Grenadines","VCT","Latin America and Caribbean","Caribbean","female","Under 5",4343.993282,0.1881981575,0.03799337378,NA,NA,NA
"Suriname","SUR","Latin America and Caribbean","Caribbean","male","5-14 years",49695,1.548203909,0.006569203492,NA,NA,NA
"Suriname","SUR","Latin America and Caribbean","Caribbean","male","15-49 years",143853,42.128766654,7.592057227,0.09566919061,6.515259156,29.005712713
"Suriname","SUR","Latin America and Caribbean","Caribbean","female","Under 5",23111.38073,0.4497491773,0.0281790193,NA,NA,NA
"Suriname","SUR","Latin America and Caribbean","Caribbean","male","Under 5",24686.46038,0.3583892067,0.008826354758,NA,NA,NA
"Suriname","SUR","Latin America and Caribbean","Caribbean","female","70+ years",14386,39.803792606,5.421083551,1.50955284,384.98910144,293.321022764
"Suriname","SUR","Latin America and Caribbean","Caribbean","male","50-69 years",43695,95.486687496,17.424271209,1.046663328,89.849054348,281.612365507
"Suriname","SUR","Latin America and Caribbean","Caribbean","female","5-14 years",47539,0.8376762707,0.006340226832,NA,NA,NA
"Suriname","SUR","Latin America and Caribbean","Caribbean","female","15-49 years",139662,6.473303074,0.9042348211,0.05156542215,3.592933354,7.30153406
"Suriname","SUR","Latin America and Caribbean","Caribbean","female","50-69 years",46092,17.204775941,2.361405495,0.7150802958,59.086258989,85.378671065
"Suriname","SUR","Latin America and Caribbean","Caribbean","male","70+ years",9868,170.596293174,25.600779918,2.130072971,427.775923163,838.823616505
"Trinidad and Tobago","TTO","Latin America and Caribbean","Caribbean","female","70+ years",46963,9.790805052,4.284986062,2.303030124,513.203255832,65.14886627
"Trinidad and Tobago","TTO","Latin America and Caribbean","Caribbean","male","50-69 years",142031,91.265287483,12.684683315,2.225499702,153.628527187,315.112737007
"Trinidad and Tobago","TTO","Latin America and Caribbean","Caribbean","male","70+ years",32175,159.703905229,16.95244282,3.968373494,665.309187025,828.171055764
"Trinidad and Tobago","TTO","Latin America and Caribbean","Caribbean","female","5-14 years",92022,0.7931439541,0.007134963909,NA,NA,NA
"Trinidad and Tobago","TTO","Latin America and Caribbean","Caribbean","female","15-49 years",353074,7.423730858,0.7746191841,0.08818539072,5.052067354,5.344703095
"Trinidad and Tobago","TTO","Latin America and Caribbean","Caribbean","female","50-69 years",149653,6.671459414,1.525443622,1.251856975,89.38650135,33.017748501
"Trinidad and Tobago","TTO","Latin America and Caribbean","Caribbean","male","5-14 years",94500,1.525302741,0.004880239501,NA,NA,NA
"Trinidad and Tobago","TTO","Latin America and Caribbean","Caribbean","male","15-49 years",353567,51.234377315,5.740611596,0.1552669119,8.78749197,28.880278114
"Trinidad and Tobago","TTO","Latin America and Caribbean","Caribbean","female","Under 5",47583.03915,0.2856460696,0.02594471482,NA,NA,NA
"Trinidad and Tobago","TTO","Latin America and Caribbean","Caribbean","male","Under 5",49179.61528,0.2542272796,0.0132390781,NA,NA,NA
"Virgin Islands, U.S.","VIR","Latin America and Caribbean","Caribbean","male","Under 5",3860.562037,0.1389973704,0.005292973881,NA,NA,NA
"Virgin Islands, U.S.","VIR","Latin America and Caribbean","Caribbean","female","Under 5",3647.127525,0.1557811402,0.02121566354,NA,NA,NA
"Virgin Islands, U.S.","VIR","Latin America and Caribbean","Caribbean","male","5-14 years",7322,0.7769508557,0.002334832239,NA,NA,NA
"Virgin Islands, U.S.","VIR","Latin America and Caribbean","Caribbean","male","15-49 years",20841,56.504481472,7.995269698,0.4012030786,6.199523341,17.654887051
"Virgin Islands, U.S.","VIR","Latin America and Caribbean","Caribbean","male","70+ years",5165,228.155590594,28.001869214,9.528474038,424.913922325,563.024030998
"Virgin Islands, U.S.","VIR","Latin America and Caribbean","Caribbean","female","70+ years",6600,87.741779862,8.877891378,6.47412744,427.071610466,304.505578242
"Virgin Islands, U.S.","VIR","Latin America and Caribbean","Caribbean","female","50-69 years",15439,36.24666715,2.366339322,2.493255488,63.203071477,66.434877226
"Virgin Islands, U.S.","VIR","Latin America and Caribbean","Caribbean","male","50-69 years",13607,159.221654758,19.856092695,4.492951484,99.385762587,234.568980522
"Virgin Islands, U.S.","VIR","Latin America and Caribbean","Caribbean","female","5-14 years",7147,0.4088855349,0.00260001265,NA,NA,NA
"Virgin Islands, U.S.","VIR","Latin America and Caribbean","Caribbean","female","15-49 years",22997,10.127228597,0.8700909348,0.187546982,4.517205525,4.735091716
"Bolivia","BOL","Latin America and Caribbean","Andean Latin America","female","70+ years",255132,125.014735386,11.103227735,9.016776312,228.68248634,407.281890512
"Bolivia","BOL","Latin America and Caribbean","Andean Latin America","male","50-69 years",616903,156.308640726,31.179958023,3.408563862,43.529403047,191.953673493
"Bolivia","BOL","Latin America and Caribbean","Andean Latin America","male","70+ years",215997,242.471694946,41.441837675,8.616659034,253.521278501,862.445309758
"Bolivia","BOL","Latin America and Caribbean","Andean Latin America","female","5-14 years",1127326,0.7484301932,0.0003328282983,NA,NA,NA
"Bolivia","BOL","Latin America and Caribbean","Andean Latin America","female","15-49 years",2747530,6.661017687,1.328056987,0.1736620789,1.602898374,6.081514584
"Bolivia","BOL","Latin America and Caribbean","Andean Latin America","female","50-69 years",643170,45.881015831,5.453356789,2.962531471,27.324110852,82.750705769
"Bolivia","BOL","Latin America and Caribbean","Andean Latin America","male","5-14 years",1166767,1.250112564,0.0005370190959,NA,NA,NA
"Bolivia","BOL","Latin America and Caribbean","Andean Latin America","male","15-49 years",2766317,36.285919487,7.24595302,0.3052639158,3.136793384,15.882786829
"Bolivia","BOL","Latin America and Caribbean","Andean Latin America","female","Under 5",600232.4998,1.354776123,0.003357560985,NA,NA,NA
"Bolivia","BOL","Latin America and Caribbean","Andean Latin America","male","Under 5",627226.74,1.750789852,0.001334427235,NA,NA,NA
"Ecuador","ECU","Latin America and Caribbean","Andean Latin America","male","5-14 years",1569518,1.08412778,0.0009738302609,NA,NA,NA
"Ecuador","ECU","Latin America and Caribbean","Andean Latin America","male","15-49 years",4253822,32.231764635,3.669332364,0.2243264362,2.978725024,5.357927876
"Ecuador","ECU","Latin America and Caribbean","Andean Latin America","female","Under 5",791218.9822,0.1881826847,0.006448354384,NA,NA,NA
"Ecuador","ECU","Latin America and Caribbean","Andean Latin America","female","70+ years",393446,84.849988343,12.062840688,6.764985301,186.726939864,232.949131168
"Ecuador","ECU","Latin America and Caribbean","Andean Latin America","male","50-69 years",1097651,108.115794137,18.530053785,3.317543815,48.080066335,96.663186559
"Ecuador","ECU","Latin America and Caribbean","Andean Latin America","male","70+ years",326239,207.98095502,35.725283669,7.489459676,282.530975528,709.852064028
"Ecuador","ECU","Latin America and Caribbean","Andean Latin America","female","5-14 years",1505126,0.6430010671,0.000678477674,NA,NA,NA
"Ecuador","ECU","Latin America and Caribbean","Andean Latin America","female","15-49 years",4227687,4.091634764,0.7332135283,0.1586600547,1.365013031,1.748659815
"Ecuador","ECU","Latin America and Caribbean","Andean Latin America","female","50-69 years",1160541,23.734028218,3.393562656,2.624455374,22.426230134,25.990579161
"Ecuador","ECU","Latin America and Caribbean","Andean Latin America","male","Under 5",828844.5486,0.1811017455,0.004835593614,NA,NA,NA
"Peru","PER","Latin America and Caribbean","Andean Latin America","male","Under 5",1553355.934,0.3006187626,0.002051086234,NA,NA,NA
"Peru","PER","Latin America and Caribbean","Andean Latin America","male","5-14 years",2927717,0.850664037,0.0006441727152,NA,NA,NA
"Peru","PER","Latin America and Caribbean","Andean Latin America","male","15-49 years",8450526,22.379553411,3.419587665,0.02529843925,1.925555625,5.828203939
"Peru","PER","Latin America and Caribbean","Andean Latin America","female","Under 5",1483219.697,0.2998044465,0.005968618666,NA,NA,NA
"Peru","PER","Latin America and Caribbean","Andean Latin America","male","50-69 years",2136069,89.199887589,12.829640764,0.3412774504,24.589482928,60.8937582
"Peru","PER","Latin America and Caribbean","Andean Latin America","male","70+ years",617652,198.618927971,24.936333648,0.7786014976,162.223726511,336.51876729
"Peru","PER","Latin America and Caribbean","Andean Latin America","female","5-14 years",2804967,0.5441860594,0.000617185103,NA,NA,NA
"Peru","PER","Latin America and Caribbean","Andean Latin America","female","15-49 years",8310365,2.984113416,0.926865232,0.01607345155,0.9326847248,2.261327791
"Peru","PER","Latin America and Caribbean","Andean Latin America","female","50-69 years",2329209,13.442379714,2.232614315,0.236070764,11.900580284,26.088338927
"Peru","PER","Latin America and Caribbean","Andean Latin America","female","70+ years",780133,46.418065904,7.432699203,0.6450567071,119.975884445,220.743380487
"Colombia","COL","Latin America and Caribbean","Central Latin America","male","Under 5",1930450.756,0.2620796977,0.001757322998,NA,NA,NA
"Colombia","COL","Latin America and Caribbean","Central Latin America","male","5-14 years",4070023,1.208045887,0.001539880046,NA,NA,NA
"Colombia","COL","Latin America and Caribbean","Central Latin America","male","50-69 years",3882324,49.572775606,6.58013596,1.803652594,34.284239518,109.903968405
"Colombia","COL","Latin America and Caribbean","Central Latin America","male","15-49 years",12994471,34.056382719,2.220679744,0.1515710096,2.08814854,6.253052561
"Colombia","COL","Latin America and Caribbean","Central Latin America","female","Under 5",1843059.642,0.2302591838,0.005988268725,NA,NA,NA
"Colombia","COL","Latin America and Caribbean","Central Latin America","female","5-14 years",3904895,0.6884773939,0.0009049053062,NA,NA,NA
"Colombia","COL","Latin America and Caribbean","Central Latin America","female","15-49 years",13203532,3.907079372,0.429517786,0.1135485263,1.220903687,2.105630301
"Colombia","COL","Latin America and Caribbean","Central Latin America","male","70+ years",887882,90.977729997,17.322300118,6.23296728,262.529146858,736.289285123
"Colombia","COL","Latin America and Caribbean","Central Latin America","female","50-69 years",4355734,9.640069766,1.528949724,1.4952946,17.806883261,45.174526167
"Colombia","COL","Latin America and Caribbean","Central Latin America","female","70+ years",1191565,26.7736963,5.530032286,5.438338849,177.11201217,452.257087454
"Costa Rica","CRI","Latin America and Caribbean","Central Latin America","female","50-69 years",450697,16.366108321,2.445693826,0.665540847,10.897235188,13.894721633
"Costa Rica","CRI","Latin America and Caribbean","Central Latin America","female","70+ years",149170,63.561042771,9.773711645,2.256447078,109.804689419,188.82410368
"Costa Rica","CRI","Latin America and Caribbean","Central Latin America","male","50-69 years",433328,73.993823025,14.700138126,0.853909205,19.036799495,66.856946796
"Costa Rica","CRI","Latin America and Caribbean","Central Latin America","male","70+ years",124596,131.415668875,26.136726956,2.675693941,144.228478894,461.749918759
"Costa Rica","CRI","Latin America and Caribbean","Central Latin America","female","5-14 years",352839,0.3871561603,0.0007830474935,NA,NA,NA
"Costa Rica","CRI","Latin America and Caribbean","Central Latin America","female","15-49 years",1278547,3.465356349,0.703062824,0.06522984108,0.9329069144,1.326720121
"Costa Rica","CRI","Latin America and Caribbean","Central Latin America","male","Under 5",179766.1026,0.0799988527,0.002282909151,NA,NA,NA
"Costa Rica","CRI","Latin America and Caribbean","Central Latin America","male","5-14 years",369401,0.5007309028,0.001007115458,NA,NA,NA
"Costa Rica","CRI","Latin America and Caribbean","Central Latin America","male","15-49 years",1298945,25.723894942,4.425680163,0.08240959346,1.371945291,4.689624257
"Costa Rica","CRI","Latin America and Caribbean","Central Latin America","female","Under 5",171525.4515,0.07440004879,0.005278759119,NA,NA,NA
"El Salvador","SLV","Latin America and Caribbean","Central Latin America","male","Under 5",271550.4833,0.1176818273,0.00224557013,NA,NA,NA
"El Salvador","SLV","Latin America and Caribbean","Central Latin America","male","5-14 years",579849,1.36242661,0.0005848967533,NA,NA,NA
"El Salvador","SLV","Latin America and Caribbean","Central Latin America","male","15-49 years",1503391,86.373055819,8.402097592,0.04460329421,2.918039354,9.028335626
"El Salvador","SLV","Latin America and Caribbean","Central Latin America","female","Under 5",259140.3333,0.1011218501,0.00528135331,NA,NA,NA
"El Salvador","SLV","Latin America and Caribbean","Central Latin America","male","50-69 years",378121,163.530546706,22.434328275,0.3521049393,29.097512015,77.344232704
"El Salvador","SLV","Latin America and Caribbean","Central Latin America","male","70+ years",147944,161.914573982,24.392727937,0.4814545719,175.051251426,238.416017964
"El Salvador","SLV","Latin America and Caribbean","Central Latin America","female","5-14 years",556197,0.8348150914,0.00075299047,NA,NA,NA
"El Salvador","SLV","Latin America and Caribbean","Central Latin America","female","15-49 years",1743922,6.760325778,0.8017177606,0.02995537898,1.73653134,2.992139343
"El Salvador","SLV","Latin America and Caribbean","Central Latin America","female","50-69 years",503263,18.762183026,3.418893903,0.3354123692,20.294016576,29.271517997
"El Salvador","SLV","Latin America and Caribbean","Central Latin America","female","70+ years",194012,61.960041057,6.702667451,0.5041769782,144.151435234,149.774982128
"Guatemala","GTM","Latin America and Caribbean","Central Latin America","male","Under 5",1074427.786,0.1267253197,0.004509958984,NA,NA,NA
"Guatemala","GTM","Latin America and Caribbean","Central Latin America","male","5-14 years",1981378,0.4677313882,0.000751211271,NA,NA,NA
"Guatemala","GTM","Latin America and Caribbean","Central Latin America","male","15-49 years",4027834,54.313876899,15.232343867,0.0779194977,1.139020696,10.647888121
"Guatemala","GTM","Latin America and Caribbean","Central Latin America","female","Under 5",1027158.891,0.1019719775,0.007950131931,NA,NA,NA
"Guatemala","GTM","Latin America and Caribbean","Central Latin America","male","50-69 years",690898,143.284443766,44.658663683,0.7453735179,15.135839931,95.668091672
"Guatemala","GTM","Latin America and Caribbean","Central Latin America","male","70+ years",228151,174.763530958,46.851058141,0.8754444025,92.126458185,268.749822862
"Guatemala","GTM","Latin America and Caribbean","Central Latin America","female","50-69 years",851419,34.569046693,8.563246956,0.6946420399,11.62277913,25.364928297
"Guatemala","GTM","Latin America and Caribbean","Central Latin America","female","70+ years",279069,101.625651587,14.823903621,1.067395169,86.646631826,152.260274626
"Guatemala","GTM","Latin America and Caribbean","Central Latin America","female","5-14 years",1914419,0.2344615268,0.00069073951,NA,NA,NA
"Guatemala","GTM","Latin America and Caribbean","Central Latin America","female","15-49 years",4280296,5.771821088,2.255008985,0.04937265317,0.686492649,2.01428611
"Honduras","HND","Latin America and Caribbean","Central Latin America","female","50-69 years",428509,28.33000035,5.402610986,0.6609917364,33.553448156,51.452463958
"Honduras","HND","Latin America and Caribbean","Central Latin America","female","70+ years",139623,93.500269577,9.524820052,1.044567762,269.758398645,166.980002541
"Honduras","HND","Latin America and Caribbean","Central Latin America","male","50-69 years",421798,106.447155122,23.03897927,0.4137301403,40.758712566,158.416084014
"Honduras","HND","Latin America and Caribbean","Central Latin America","male","70+ years",117926,145.364995115,38.15216769,0.7634056601,275.314948522,438.607623801
"Honduras","HND","Latin America and Caribbean","Central Latin America","female","5-14 years",859004,0.7494092188,0.00100113553,NA,NA,NA
"Honduras","HND","Latin America and Caribbean","Central Latin America","female","15-49 years",2212155,7.442997594,0.9562604646,0.04108848657,1.688280645,2.504173426
"Honduras","HND","Latin America and Caribbean","Central Latin America","male","Under 5",428269.6955,0.4020476808,0.004421436373,NA,NA,NA
"Honduras","HND","Latin America and Caribbean","Central Latin America","male","5-14 years",889932,0.9366844097,0.0009858586836,NA,NA,NA
"Honduras","HND","Latin America and Caribbean","Central Latin America","male","15-49 years",2190184,26.420061477,4.606686707,0.02989590655,2.752635919,11.202572205
"Honduras","HND","Latin America and Caribbean","Central Latin America","female","Under 5",409049.6102,0.3238069439,0.006539292485,NA,NA,NA
"Mexico","MEX","Latin America and Caribbean","Central Latin America","male","Under 5",5953571.057,0.2010269782,0.01885162533,NA,NA,NA
"Mexico","MEX","Latin America and Caribbean","Central Latin America","male","5-14 years",11960607,0.7795514648,0.0009543070334,NA,NA,NA
"Mexico","MEX","Latin America and Caribbean","Central Latin America","male","15-49 years",34405262.5,42.510338244,10.383295739,0.4841526334,2.842134381,7.285206812
"Mexico","MEX","Latin America and Caribbean","Central Latin America","female","Under 5",5688814.842,0.1629869303,0.01653475437,NA,NA,NA
"Mexico","MEX","Latin America and Caribbean","Central Latin America","female","70+ years",3023040.875,95.721747493,14.915672364,8.603649621,232.066772878,226.136599667
"Mexico","MEX","Latin America and Caribbean","Central Latin America","female","50-69 years",9116080.875,27.943198802,7.182246918,3.789735638,31.056324951,31.1322161
"Mexico","MEX","Latin America and Caribbean","Central Latin America","male","50-69 years",8433749.875,154.944078531,51.503779832,5.249157039,39.891281631,109.639542643
"Mexico","MEX","Latin America and Caribbean","Central Latin America","male","70+ years",2447075,239.084125496,74.271153426,10.414917051,234.294193797,670.210365206
"Mexico","MEX","Latin America and Caribbean","Central Latin America","female","5-14 years",11486143,0.4624231678,0.0005591439756,NA,NA,NA
"Mexico","MEX","Latin America and Caribbean","Central Latin America","female","15-49 years",34528356,4.656713281,1.215642988,0.2731175982,2.026235961,1.78887276
"Nicaragua","NIC","Latin America and Caribbean","Central Latin America","female","50-69 years",387549,17.049977032,3.352675412,0.2709536602,17.601474246,26.438888744
"Nicaragua","NIC","Latin America and Caribbean","Central Latin America","female","70+ years",120957,66.865142435,7.211410411,0.4094741143,153.834663797,102.723401506
"Nicaragua","NIC","Latin America and Caribbean","Central Latin America","male","50-69 years",322736,125.825067516,28.327020118,0.3426329158,26.746714138,73.303771205
"Nicaragua","NIC","Latin America and Caribbean","Central Latin America","male","70+ years",93053,160.979200155,32.169601764,0.4752366294,192.658533342,300.4883416
"Nicaragua","NIC","Latin America and Caribbean","Central Latin America","female","5-14 years",592558,0.3173596497,0.0004574001622,NA,NA,NA
"Nicaragua","NIC","Latin America and Caribbean","Central Latin America","female","15-49 years",1686903,3.036546332,0.7157920209,0.01875083484,1.154131405,2.319495434
"Nicaragua","NIC","Latin America and Caribbean","Central Latin America","male","Under 5",313031.2419,0.1119043986,0.001642798253,NA,NA,NA
"Nicaragua","NIC","Latin America and Caribbean","Central Latin America","male","5-14 years",628589,0.6350157037,0.0004664961306,NA,NA,NA
"Nicaragua","NIC","Latin America and Caribbean","Central Latin America","male","15-49 years",1644139,41.467120172,8.601869195,0.03017695462,1.810610775,6.02582586
"Nicaragua","NIC","Latin America and Caribbean","Central Latin America","female","Under 5",299101.8821,0.06487974247,0.004776572737,NA,NA,NA
"Panama","PAN","Latin America and Caribbean","Central Latin America","male","Under 5",188138.2795,0.1925681772,0.002389620768,NA,NA,NA
"Panama","PAN","Latin America and Caribbean","Central Latin America","male","5-14 years",356388,0.9551873518,0.0006215754578,NA,NA,NA
"Panama","PAN","Latin America and Caribbean","Central Latin America","male","15-49 years",1039349,35.162927816,3.084093987,0.2449057547,1.576962677,5.102599607
"Panama","PAN","Latin America and Caribbean","Central Latin America","female","Under 5",179679.3265,0.1455355232,0.006878160974,NA,NA,NA
"Panama","PAN","Latin America and Caribbean","Central Latin America","female","50-69 years",306158,13.64962809,1.766251626,2.541105459,13.770689839,17.384605599
"Panama","PAN","Latin America and Caribbean","Central Latin America","female","70+ years",107607,56.450493867,5.83585097,8.343988884,153.230014257,198.2542919
"Panama","PAN","Latin America and Caribbean","Central Latin America","male","50-69 years",293852,73.883676669,8.866807912,3.040967022,22.339647694,72.416843614
"Panama","PAN","Latin America and Caribbean","Central Latin America","male","70+ years",92039,170.171796344,19.19058559,8.845418051,201.901630498,484.133092687
"Panama","PAN","Latin America and Caribbean","Central Latin America","female","5-14 years",342539,0.5623351171,0.0004148188459,NA,NA,NA
"Panama","PAN","Latin America and Caribbean","Central Latin America","female","15-49 years",1022802,4.382649422,0.7196746537,0.1964091325,1.131220688,1.685365714
"Venezuela","VEN","Latin America and Caribbean","Central Latin America","female","50-69 years",2417549,11.927411833,1.814354255,2.46833406,19.421560864,87.544618873
"Venezuela","VEN","Latin America and Caribbean","Central Latin America","female","70+ years",700691,52.033702377,5.845310807,7.858332538,189.228402451,537.729496136
"Venezuela","VEN","Latin America and Caribbean","Central Latin America","female","Under 5",1444954.398,0.2291919145,0.01763133497,NA,NA,NA
"Venezuela","VEN","Latin America and Caribbean","Central Latin America","male","70+ years",519149,169.505411759,18.825230654,10.161637329,263.053877279,822.799559683
"Venezuela","VEN","Latin America and Caribbean","Central Latin America","female","5-14 years",2831421,0.7259461654,0.0005738386211,NA,NA,NA
"Venezuela","VEN","Latin America and Caribbean","Central Latin America","male","50-69 years",2268269,98.369771149,13.725770987,4.070545401,43.884903425,221.727020107
"Venezuela","VEN","Latin America and Caribbean","Central Latin America","female","15-49 years",8224290,5.008599692,0.6778824627,0.179360427,1.496164987,7.112102321
"Venezuela","VEN","Latin America and Caribbean","Central Latin America","male","Under 5",1512581.491,0.2168129186,0.003806532334,NA,NA,NA
"Venezuela","VEN","Latin America and Caribbean","Central Latin America","male","5-14 years",2951688,1.269327731,0.0007180076977,NA,NA,NA
"Venezuela","VEN","Latin America and Caribbean","Central Latin America","male","15-49 years",8235080,57.782535441,4.375184653,0.3333083441,3.33401731,17.385165847
"Brazil","BRA","Latin America and Caribbean","Tropical Latin America","male","5-14 years",16732887.5,1.604186764,0.007325580498,NA,NA,NA
"Brazil","BRA","Latin America and Caribbean","Tropical Latin America","male","15-49 years",56400930,65.636320505,5.12302031,0.3345629466,5.331115608,16.0126845
"Brazil","BRA","Latin America and Caribbean","Tropical Latin America","female","Under 5",7345487.287,0.3595515182,0.03119791359,NA,NA,NA
"Brazil","BRA","Latin America and Caribbean","Tropical Latin America","male","Under 5",7686141.633,0.4804635864,0.03067203806,NA,NA,NA
"Brazil","BRA","Latin America and Caribbean","Tropical Latin America","male","70+ years",4249296.125,225.071492605,21.147076041,12.379611144,350.472191349,1036.733482033
"Brazil","BRA","Latin America and Caribbean","Tropical Latin America","male","50-69 years",17146504.25,150.072958786,15.263345267,3.888467472,67.018618574,239.807972685
"Brazil","BRA","Latin America and Caribbean","Tropical Latin America","female","5-14 years",16097302.5,0.8987767615,0.006077599579,NA,NA,NA
"Brazil","BRA","Latin America and Caribbean","Tropical Latin America","female","15-49 years",56748634,7.220903353,0.89303403,0.2510187414,3.727906733,9.033261449
"Brazil","BRA","Latin America and Caribbean","Tropical Latin America","female","50-69 years",19355753,16.587701975,2.488732935,3.053477485,44.977889047,110.521120951
"Brazil","BRA","Latin America and Caribbean","Tropical Latin America","female","70+ years",6084016.75,38.135671639,6.16203979,9.608079563,312.045682222,469.280267134
"Paraguay","PRY","Latin America and Caribbean","Tropical Latin America","male","70+ years",118126,214.789714664,12.126422371,24.28622247,282.620987855,913.944281638
"Paraguay","PRY","Latin America and Caribbean","Tropical Latin America","female","50-69 years",418185,8.010084275,1.432755653,8.031150355,34.573258017,76.025864109
"Paraguay","PRY","Latin America and Caribbean","Tropical Latin America","female","70+ years",136323,18.691235164,3.961350012,25.55733081,276.12883132,417.488720268
"Paraguay","PRY","Latin America and Caribbean","Tropical Latin America","female","5-14 years",650773,0.8309053555,0.001251477144,NA,NA,NA
"Paraguay","PRY","Latin America and Caribbean","Tropical Latin America","female","15-49 years",1734424,5.279740071,0.4551816346,0.3382479235,1.614310349,5.01976574
"Paraguay","PRY","Latin America and Caribbean","Tropical Latin America","male","50-69 years",430340,135.511846747,8.466481086,7.540421211,49.260410015,231.690565124
"Paraguay","PRY","Latin America and Caribbean","Tropical Latin America","male","Under 5",351645.891,0.5106506251,0.02075822891,NA,NA,NA
"Paraguay","PRY","Latin America and Caribbean","Tropical Latin America","male","5-14 years",676060,1.483321557,0.001448566511,NA,NA,NA
"Paraguay","PRY","Latin America and Caribbean","Tropical Latin America","male","15-49 years",1801103,48.836995848,2.220854185,0.4393004929,2.599307845,12.812700879
"Paraguay","PRY","Latin America and Caribbean","Tropical Latin America","female","Under 5",335920.0273,0.3426212515,0.01654997988,NA,NA,NA
"Afghanistan","AFG","North Africa and Middle East","North Africa and Middle East","female","70+ years",228962,188.709725626,6.993426359,4.224768782,844.249501824,699.279643595
"Afghanistan","AFG","North Africa and Middle East","North Africa and Middle East","male","Under 5",2581670.211,0.1232448312,0.05578643254,NA,NA,NA
"Afghanistan","AFG","North Africa and Middle East","North Africa and Middle East","female","Under 5",2449572.678,0.05543257089,0.04795816722,NA,NA,NA
"Afghanistan","AFG","North Africa and Middle East","North Africa and Middle East","male","70+ years",197767,107.775314245,13.426430814,3.858569107,711.389631033,1373.436674476
"Afghanistan","AFG","North Africa and Middle East","North Africa and Middle East","female","50-69 years",1162222,73.84113851,5.173014142,2.701103585,241.024652496,450.421264395
"Afghanistan","AFG","North Africa and Middle East","North Africa and Middle East","male","5-14 years",4808296,0.329482873,0.005398555203,NA,NA,NA
"Afghanistan","AFG","North Africa and Middle East","North Africa and Middle East","male","15-49 years",8049121,13.129395666,2.729960579,0.1249769412,14.654225379,51.077606622
"Afghanistan","AFG","North Africa and Middle East","North Africa and Middle East","male","50-69 years",1180024,49.311295152,9.936136485,2.142646736,240.215077065,718.153594062
"Afghanistan","AFG","North Africa and Middle East","North Africa and Middle East","female","5-14 years",4566786,0.1789255066,0.005092671884,NA,NA,NA
"Afghanistan","AFG","North Africa and Middle East","North Africa and Middle East","female","15-49 years",7383134,9.460967703,1.162897024,0.2731882205,15.317484213,45.070546912
"Algeria","DZA","North Africa and Middle East","North Africa and Middle East","female","50-69 years",2600687,11.409710714,1.935016735,0.2544809831,47.947259736,19.572142628
"Algeria","DZA","North Africa and Middle East","North Africa and Middle East","male","70+ years",728385,49.127853708,15.066434571,0.6699842743,364.72985521,421.358505264
"Algeria","DZA","North Africa and Middle East","North Africa and Middle East","male","5-14 years",3417439,0.2662996621,0.002191491788,NA,NA,NA
"Algeria","DZA","North Africa and Middle East","North Africa and Middle East","male","15-49 years",10833254,5.220134335,1.505004548,0.03889017535,4.527012788,13.124098768
"Algeria","DZA","North Africa and Middle East","North Africa and Middle East","male","50-69 years",2644897,13.98101158,4.849358083,0.3352467502,59.8719751,149.905716535
"Algeria","DZA","North Africa and Middle East","North Africa and Middle East","female","5-14 years",3313061,0.1272126042,0.002070709648,NA,NA,NA
"Algeria","DZA","North Africa and Middle East","North Africa and Middle East","female","15-49 years",10710884,1.632742169,0.7497347724,0.02418104259,3.10874384,2.010116259
"Algeria","DZA","North Africa and Middle East","North Africa and Middle East","female","70+ years",828099,47.707653721,7.612331683,0.5307188076,330.217764713,68.884011125
"Algeria","DZA","North Africa and Middle East","North Africa and Middle East","male","Under 5",2330373.239,0.125845861,0.01289451603,NA,NA,NA
"Algeria","DZA","North Africa and Middle East","North Africa and Middle East","female","Under 5",2227569.988,0.09009174278,0.01581759648,NA,NA,NA
"Bahrain","BHR","North Africa and Middle East","North Africa and Middle East","male","Under 5",50394.43179,0.07026299045,0.08466764143,NA,NA,NA
"Bahrain","BHR","North Africa and Middle East","North Africa and Middle East","female","Under 5",48512.69367,0.07039427601,0.08620026506,NA,NA,NA
"Bahrain","BHR","North Africa and Middle East","North Africa and Middle East","female","70+ years",10108,32.63290273,2.893926467,4.070280193,340.130412951,213.69792521
"Bahrain","BHR","North Africa and Middle East","North Africa and Middle East","male","70+ years",9289,55.713619804,14.139327686,5.664381752,404.690857977,501.186959445
"Bahrain","BHR","North Africa and Middle East","North Africa and Middle East","female","50-69 years",59557,8.656575665,1.293224341,1.298412462,41.995031643,36.796191125
"Bahrain","BHR","North Africa and Middle East","North Africa and Middle East","male","5-14 years",95340,0.1966751142,0.0309000086,NA,NA,NA
"Bahrain","BHR","North Africa and Middle East","North Africa and Middle East","male","15-49 years",597492,6.865827163,3.900246884,0.1492517072,4.840207475,7.763673784
"Bahrain","BHR","North Africa and Middle East","North Africa and Middle East","male","50-69 years",95568,19.465797232,7.639459363,1.811882612,59.361662716,80.203916878
"Bahrain","BHR","North Africa and Middle East","North Africa and Middle East","female","5-14 years",91693,0.1099186875,0.03002319033,NA,NA,NA
"Bahrain","BHR","North Africa and Middle East","North Africa and Middle East","female","15-49 years",309462,2.123031845,0.5747038358,0.1043251586,3.596545139,4.330827505
"Egypt","EGY","North Africa and Middle East","North Africa and Middle East","male","70+ years",1132996,112.625223119,94.251567498,0.8724351574,509.105250239,1095.962990075
